name,num,s1,s2,s3,r1,r2,r3,t1,t2,t3,t4,t5,t6
cemiyyet,1,37.39472207,33.65487674,57.28250244,28.10428635,30.19057172,34.32455395,0.495392084,0.42351675,0.193573952,0.805320024,0.472852945,0.209170103
cemiyyet,1,37.39472207,41.9416003,37.68115942,33.43495935,35.99828987,36.0410831,0.40741396,1.324520826,0.44671607,0.58336401,0.901467323,0.736827135
cemiyyet,1,33.65487674,41.9416003,34.80574774,33.04093567,37.25663717,33.46303502,0.471466064,1.187659025,0.441140175,0.592264891,0.945760012,0.892084122
cemiyyet,1,57.28250244,37.68115942,34.80574774,12.55827506,35.4969574,25.57114228,0.361217022,0.467465162,0.521759987,2.755139112,0.185037136,0.759774923
cemiyyet,2,45.11278195,96.3740458,95.12761021,33.94877904,37.20491029,29.64008469,0.415955067,0.803442955,0.863677025,2.006529808,0.800556898,0.246024847
cemiyyet,2,45.11278195,44.87021014,45.91532499,25.52742616,34.67980296,36.67334669,0.394369841,0.434834003,0.415709972,0.85580802,0.163250923,0.164843798
cemiyyet,2,96.3740458,44.87021014,94.16628388,33.69414377,33.00165837,36.1852861,0.769412756,0.389717102,0.799154997,1.847948074,1.860671997,0.534883022
cemiyyet,2,95.12761021,45.91532499,94.16628388,35.64935065,34.86238532,28.35051546,0.792042971,0.460386992,0.772020102,1.398525,0.469218254,0.31112504
cemiyyet,3,46.20493359,45.21173647,99.47227533,13.35203366,23.195144,16.49877484,28.01219606,28.49326301,31.35092115,2.537959814,5.102184296,3.557391882
cemiyyet,3,46.20493359,45.49625694,45.62435418,14.10141014,16.92216981,8.527982442,29.25686812,32.65343904,35.02611113,2.514779091,3.404459953,1.095084906
cemiyyet,3,45.21173647,45.49625694,45.3385214,14.1620998,27.59131293,11.64021164,29.23862815,31.57745099,37.14374113,4.470820904,12.85258198,2.618657112
cemiyyet,3,99.47227533,45.62435418,45.3385214,21.01944298,14.26174497,18.44646987,41.09402204,35.44668913,36.28361607,6.318908691,3.119563103,4.688941002
cemiyyet,4,94.82001756,45.51328069,50.15739769,33.14794216,37.49436683,35.20908622,1.267961025,1.614102125,1.473842144,0.701733828,1.269237041,1.059747934
cemiyyet,4,94.82001756,46.54411765,45.39921232,37.53462604,32.10831721,29.83565107,1.773300886,3.66324091,1.540195704,1.29380393,0.31355691,0.327832937
cemiyyet,4,45.51328069,46.54411765,96.0315056,38.92215569,34.86011389,34.98817967,1.233902693,1.178809881,1.767915964,2.169118166,2.551815987,0.996627092
cemiyyet,4,50.15739769,45.39921232,96.0315056,27.95966638,33.0519769,29.46902655,1.353564739,1.849426985,2.232658863,8.594845057,0.725387096,0.685035944
cemiyyet,5,98.97209985,97.52105897,96.34898056,34.63035019,31.5504067,32.05171827,3.178105116,3.315956116,3.444859982,1.613424778,9.483959913,1.397942066
cemiyyet,5,98.97209985,97.43220542,96.02836879,27.21495327,31.32102273,37.51787246,3.30576396,3.28915,3.496529818,0.915048122,1.111917019,2.318495989
cemiyyet,5,97.52105897,97.43220542,97.1388695,25.19440124,36.19909502,27.90528233,3.675452232,4.592352867,5.43384409,1.01654911,4.452838898,1.445617914
cemiyyet,5,96.34898056,96.02836879,97.1388695,38.01574052,27.85174523,30.87293563,3.482187033,4.06804204,4.067642927,3.579596043,1.187417746,1.306298256
cemiyyet,6,86.66804039,84.90444492,98.18104907,32.10919727,33.31412104,25.5566975,5.108823061,4.589725971,4.688214064,1.201790094,1.93885994,1.218504906
cemiyyet,6,86.66804039,79.14751358,86.80255302,38.10792805,39.64138599,24.47529868,4.772650957,6.118463039,5.593215942,4.13483882,3.302043915,1.494826317
cemiyyet,6,84.90444492,79.14751358,85.00321819,39.42895989,35.76548429,30.43478261,4.717718124,6.551535845,4.10640502,4.648154736,6.310704947,1.920495987
cemiyyet,6,98.18104907,86.80255302,85.00321819,41.34419552,38.19143819,28.4351145,5.087100983,5.970142841,4.664184093,5.076220989,3.379372835,1.675073147
cemiyyet,7,52.22304833,99.59336878,39.45052014,14.1329259,21.52690864,19.5437399,7.538139105,20.32801223,10.56337476,1.784760952,2.816264868,2.675550938
cemiyyet,7,52.22304833,52.03445203,42.74940746,29.70914992,35.02760327,30.54331865,7.692520857,7.592769861,3.898223877,9.629528046,5.170039892,1.09642911
cemiyyet,7,99.59336878,52.03445203,39.37658186,33.63403797,23.4741784,11.13057015,18.39813209,10.57641006,20.60200787,9.692314148,3.41926384,1.044605255
cemiyyet,7,39.45052014,42.74940746,39.37658186,27.85815603,36.18435155,31.90056965,11.08541799,4.091430902,9.819540977,1.587165117,4.116219759,2.362018108
cemiyyet,8,14.03807296,44.84697064,96.73532618,26.63335184,23.60593018,6.54351213,4.836480618,18.60105014,68.97791004,14.63317776,12.97016692,2.088133097
cemiyyet,8,14.03807296,36.2362972,13.94908479,36.13399231,36.95345557,35.80786026,4.743074894,1.348653078,5.143279076,0.63037014,0.355628014,0.718322277
cemiyyet,8,44.84697064,36.2362972,43.66047745,21.34493142,28.90554723,24.63492063,17.48104501,1.786765814,18.69336724,0.888890982,1.885467052,1.120844126
cemiyyet,8,96.73532618,13.94908479,43.66047745,14.83630336,19.23115129,10.70055532,61.02195096,4.807373047,16.94377327,5.867708921,9.047235012,5.447256088
cemiyyet,9,96.95227142,92.42937853,93.4169279,36.36950904,35.36977492,30.25540275,3.964555025,2.41376996,2.280263901,1.706733704,4.517440081,1.05160594
cemiyyet,9,96.95227142,92.4614506,93.57533852,36.04522279,36.77581864,26.28062361,2.770513058,2.311480761,2.257123947,4.08058095,1.324476957,0.648797989
