file,Jaro,Winkler,Levenshtein,Ratcliff_Obershelp,Fuzzy,Damerau-Levenshtein,LCSubstring,LCSubsequence
1,77.9048684,80,52.757079,26.5275708,63,66.6169896,61.04651163,52.75707899
0,69.7748253,73,37.8197998,8.4544254,52,46.332737,73.8372093,37.70491803
0,70.8538564,62,40.7263294,7.0374574,43,35.8923885,59.30232558,34.30656934
0,65.8712687,72,38.3358098,3.3568905,39,54.784689,47.09302326,25.81055308
1,61.500812,65,34.9127182,3.4912718,47,43.8071488,75.5351682,34.9127182
1,63.7162727,67,39.7286822,13.1782946,47,50.3875969,67.27828746,39.72868217
1,77.9048684,80,52.757079,19.3740686,63,66.6169896,69.72477064,52.75707899
0,71.3520917,69,31.1550152,3.2033426,37,60.7988166,63.60856269,39.67611336
0,65.3352136,73,40.8268734,2.4539877,46,54.4761905,63.91437309,40.54878049
0,59.7606234,71,37.7245509,1.9975031,46,30.7303371,58.71559633,35.75418994
1,71.6470277,83,43.960827,10.0108814,50,61.2622416,58.96946565,43.96082699
1,72.6981168,84,42.9738562,5.2287582,53,59.8856209,71.75572519,42.97385621
1,70.9187581,74,41.4901388,4.9671293,48,54.9306063,69.08396947,41.49013879
0,70.9763953,70,37.2025955,6.2328139,37,50.9583609,54.96183206,18.20501914
0,74.2868937,68,37.853517,1.9230769,44,51.4429109,81.10687023,38.68225292
0,64.3292329,73,34.7496206,1.6348774,46,52.5423729,49.42748092,36.10366399
1,71.6470277,83,43.960827,11.5342764,50,61.2622416,64.05063291,43.96082699
1,66.0257556,80,40.5479452,3.2876712,49,53.3333333,72.15189873,40.54794521
1,63.1918678,67,35.3225806,1.6129032,45,47.8225806,68.60759494,35.32258065
0,74.6281378,76,40.6181015,5.3984576,44,58.2375479,68.35443038,36.99421965
0,64.9461207,72,32.036915,1.7421603,39,48.5617597,74.43037975,35.12797882
0,67.8876465,71,36.1944157,3.6144578,44,55.4526749,58.2278481,37.78234086
1,72.6981168,84,42.9738562,4.0849673,53,59.8856209,65.42857143,42.97385621
1,66.0257556,80,40.5479452,4.56621,49,53.3333333,60.14285714,40.54794521
1,76.0420609,78,40.1294498,5.0485437,59,59.4174757,74.71428571,40.12944984
0,66.538573,66,37.7926421,2.9154519,41,50.5514706,55.71428571,37.25490196
0,67.9131954,74,37.9282869,1.8769552,54,51.2173129,54.28571429,37.54152824
0,71.9812161,68,34.240475,2.1505376,37,53.6543422,36,35.43743079
1,70.9187581,74,41.4901388,5.2593134,48,54.9306063,63.43195266,41.49013879
1,63.1918678,67,35.3225806,5.9677419,45,47.8225806,52.5443787,35.32258065
1,76.0420609,78,40.1294498,12.815534,59,59.4174757,71.36094675,40.12944984
0,71.374617,70,31.0051107,2.2406939,48,50.7653061,55.0295858,38.53392769
0,64.0466022,62,35.5823293,3.1462585,34,53.8626609,76.09467456,37.6166547
0,69.8140365,70,36.716792,1.4469453,42,52.8853178,42.13017751,38.3184011
1,74.4808223,85,43.5314685,10.1398601,55,61.1013986,73.92996109,43.53146853
1,68.9676525,72,41.5122313,9.48851,53,56.4862861,68.87159533,41.51223128
1,72.9235373,84,43.0463576,5.9602649,55,58.8300221,59.53307393,43.04635762
0,71.5434604,76,36.5033622,2.8415301,40,55.9046587,53.307393,40.58272633
0,69.5076085,74,38.5887541,4.4145873,50,58.958959,66.14785992,41.87327824
0,67.418616,69,34.741784,1.9538188,43,43.0359086,30.54474708,36.80297398
1,74.4808223,85,43.5314685,7.3426573,55,61.1013986,67.77777778,43.53146853
1,73.4845547,76,42.3208191,5.7337884,56,59.0443686,70,42.32081911
1,69.3295448,82,44.81409,8.8062622,52,56.8493151,56.50793651,44.81409002
0,71.9696307,72,37.6887722,7.1057192,40,54.7776727,72.85714286,40.06734007
0,68.6539898,73,37.0633511,1.667398,47,55.5660377,69.68253968,19.74025974
0,69.8507205,77,34.9477683,3.1453778,46,46.2962963,59.20634921,35.42573027
1,68.9676525,72,41.5122313,5.7820608,53,56.4862861,73.77245509,41.51223128
1,73.4845547,76,42.3208191,5.1877133,56,59.0443686,72.69461078,42.32081911
1,62.8152518,67,37.6528117,5.7049715,50,49.0627547,59.4011976,37.65281174
0,69.0701695,71,36.5243004,1.0918114,43,49.3589744,60.23952096,32.04225352
0,73.7067609,63,34.4444444,4.3512044,47,48.4025559,57.36526946,38.05265772
0,63.7421197,72,35.5820106,2.6206897,46,54.8685146,34.49101796,33.79416283
1,72.9235373,84,43.0463576,5.2980132,55,58.8300221,76.02040816,43.04635762
1,69.3295448,82,44.81409,6.8493151,52,56.8493151,78.31632653,44.81409002
1,62.8152518,67,37.6528117,3.4229829,50,49.0627547,74.23469388,37.65281174
0,70.5356541,68,26.55561,1.285347,40,55.6842105,47.44897959,36.99186992
0,70.7464944,72,37.4307863,1.7015406,39,58.1685744,73.21428571,39.27765237
0,68.01535,65,36.972973,1.5176152,41,58.3573487,55.35714286,33.95585739
1,67.6967416,71,41.0466067,8.0130826,53,54.374489,74.23580786,41.0466067
1,72.1639825,75,47.6367006,7.2289157,54,62.7432808,65.06550218,47.63670065
1,77.8501815,80,84.2975207,80.9917355,92,86.6587957,86.02620087,84.29752066
0,70.7502371,63,35.426009,3.5862069,43,54.2731278,49.12663755,36.39371381
0,68.177932,74,37.3557188,1.1538462,47,30.7186858,63.97379913,37.22627737
0,62.0313872,75,34.7277032,4.3248945,46,40.1597262,44.10480349,36.55107779
1,67.6967416,71,41.0466067,5.0695012,53,54.374489,67.7124183,41.0466067
1,74.1507038,84,42.1356421,10.2453102,55,60.8225108,74.11764706,42.13564214
1,64.0275434,68,38.3015598,1.9064125,48,50.4332756,63.92156863,38.30155979
0,64.6074066,75,32.6939116,2.842184,46,47.2440945,59.08496732,36.96
0,64.6278122,68,38.258737,0.9124088,40,47.0222222,45.62091503,35.65891473
0,69.6994166,77,38.4700665,3.452244,37,48.2758621,54.64052288,32.41713824
1,72.1639825,75,47.6367006,6.4874884,54,62.7432808,60.86956522,47.63670065
1,74.1507038,84,42.1356421,10.8225108,55,60.8225108,71.65861514,42.13564214
1,69.2346796,72,43.7623762,1.3861386,51,56.7326733,58.61513688,43.76237624
0,70.5977557,66,36.0424028,1.0791367,45,56.6849817,43.31723027,34.68950749
0,72.0200035,73,32.985782,2.7972028,44,58.560794,42.83413849,36.56093489
0,58.8414331,74,38.0726698,2.7596224,42,57.5352113,55.87761675,34.53318335
1,77.8501815,80,84.2975207,68.2408501,92,86.6587957,92.03084833,84.29752066
1,64.0275434,68,38.3015598,8.1455806,48,50.4332756,75.32133676,38.30155979
1,69.2346796,72,43.7623762,4.950495,51,56.7326733,67.35218509,43.76237624
0,64.3852064,68,35.4661792,9.9051633,48,50.2242152,53.98457584,35.02487562
0,68.2982538,74,35.4491018,2.0679468,41,55.4025424,45.24421594,32.79797126
0,62.048858,60,32.3076923,1.4436959,41,52.8758829,56.55526992,32.26337449
1,76.0335721,78,48.6985726,21.1586902,59,62.720403,73.42657343,48.69857263
1,81.7206904,89,89.8071625,29.5684114,94,91.0927456,92.65734266,89.80716253
1,76.2993562,79,51.7667845,6.360424,64,64.664311,76.57342657,51.76678445
0,73.8760997,74,37.1935757,2.2988506,44,55.2223371,54.1958042,35.55181129
0,73.67316,76,37.8099174,2.584493,45,51.8111965,43.18181818,34.24657534
0,66.9751891,64,34.1623037,0.7614213,44,57.8007519,57.16783217,35.16339869
1,76.0335721,78,48.6985726,20.9907641,59,62.720403,64.94345719,48.69857263
1,74.6887468,77,49.2957746,16.0211268,58,62.2359155,60.42003231,49.29577465
1,75.9399341,78,47.3282443,7.1246819,65,64.206955,69.62843296,47.32824427
0,76.8274559,74,34.4627299,3.3112583,31,57.4279379,40.54927302,36.29160063
0,60.4450858,68,36.2984218,2.160216,47,57.5182482,36.99515347,36.91983122
0,63.0975974,71,32,1.726122,40,53.0120482,42.16478191,29.47715109
1,81.7206904,89,89.8071625,88.7052342,94,91.0927456,97.87234043,89.80716253
1,74.6887468,77,49.2957746,18.6619718,58,62.2359155,74.27466151,49.29577465
1,75.8792714,78,49.0250696,6.6852368,62,62.9526462,74.27466151,49.02506964
0,59.1750657,73,36.3299351,3.0769231,47,58.4452975,56.86653772,40.51896208
0,72.7900944,77,34.8239772,2.2346369,47,57.0284698,56.86653772,37.90523691
0,67.6537777,75,35.3125,0.9803922,37,49.1402116,62.47582205,31.80291153
1,76.2993562,79,51.7667845,9.8939929,64,64.664311,76.96428571,51.76678445
1,75.9399341,78,47.3282443,13.4011874,65,64.206955,82.67857143,47.32824427
1,75.8792714,78,49.0250696,7.2423398,62,62.9526462,69.46428571,49.02506964
0,71.7013774,71,37.2177055,3.9391226,48,58.8235294,63.03571429,37.24261415
0,64.540381,75,37.2497824,3.7735849,40,54.3356643,59.46428571,38.59649123
0,71.5433633,74,34.0638698,2.3151125,44,53.5310734,52.14285714,35.73446328
1,85.9018751,92,96.6949953,95.184136,98,97.733711,98.28571429,96.69499528
1,69.0615832,81,41.4164742,6.1585835,54,58.3525789,67.61904762,41.41647421
1,74.564603,85,41.5245737,5.6168506,55,60.2808425,63.23809524,41.52457372
0,72.0655874,75,35.3328939,2.6378897,53,56.5182186,45.71428571,34.64458247
0,70.4424416,75,34.3915344,5.1829268,46,53.9984768,48.38095238,38.07763401
0,70.3838762,63,32.8817734,3.5526316,39,58.3166333,36.76190476,28.05265547
1,85.9018751,92,96.6949953,95.184136,98,97.733711,97.37827715,96.69499528
1,69.5193434,82,39.6024465,6.116208,53,57.4159021,65.35580524,39.60244648
1,73.5825185,84,39.3638171,3.9761431,53,58.9463221,61.23595506,39.3638171
0,70.6596511,67,34.4746163,4.4169611,46,57.1159284,65.73033708,40.6504065
0,73.4434982,67,36.9016536,1.9528072,44,61.122449,49.06367041,35.08137432
0,64.6795907,69,34.387047,3.3400134,43,44.7098976,48.68913858,32.30490018
1,69.0615832,81,41.4164742,7.2363356,54,58.3525789,56.07235142,41.41647421
1,69.5193434,82,39.6024465,7.1865443,53,57.4159021,54.13436693,39.60244648
1,68.1507907,81,37.8812199,5.6179775,52,54.2536116,52.97157623,37.8812199
0,68.5877327,75,36.8575624,2.0050125,48,56.7751703,50.51679587,31.59722222
0,66.8692586,72,26.3052209,2.4944974,41,56.9784173,31.65374677,35.64213564
0,70.0873119,69,36.7773678,2.0530368,43,55.7150745,47.54521964,37.43654822
1,74.564603,85,41.5245737,6.8204614,55,60.2808425,57.83898305,41.52457372
1,73.5825185,84,39.3638171,10.9343936,53,58.9463221,57.41525424,39.3638171
1,68.1507907,81,37.8812199,6.2600321,52,54.2536116,61.44067797,37.8812199
0,73.1940963,75,39.0977444,7.2131148,53,57.8,62.71186441,34.23423423
0,70.4721322,71,38.5,3.2459426,44,56.9113441,50,39.65681602
0,65.844479,60,34.0782123,2.9776675,31,47.8745645,49.36440678,25.99374721
1,82.4071182,89,90.3640257,90.1498929,99,90.6852248,95.03239741,90.3640257
1,82.1801051,89,93.6681223,91.7030568,95,95.5240175,95.89632829,93.66812227
1,73.4280908,76,43.0147059,11.3970588,60,56.25,69.54643629,43.01470588
0,72.5990057,76,34.7054076,2.7842227,49,58.9426322,51.83585313,37.89704272
0,60.6446937,67,32.8867235,1.2698413,46,47.2592593,47.08423326,34.79887746
0,60.7413931,63,35.0584307,3.8800705,46,58.1342435,46.86825054,33.64779874
1,82.4071182,89,90.3640257,90.1498929,99,90.6852248,99.78768577,90.3640257
1,82.2814986,89,90.2597403,89.6103896,98,90.8008658,99.57537155,90.25974026
1,73.0209091,76,43.2481752,6.0218978,59,56.3868613,69.21443737,43.24817518
0,69.4033418,74,34.5191041,2.1454112,42,58.5575888,42.03821656,30.69196429
0,69.9598233,74,35.9952324,3.8834951,44,40.7799443,35.24416136,34.48858833
0,52.9805361,75,26.0586319,2.80866,41,58.3583584,53.71549894,29.54022989
1,82.1801051,89,93.6681223,91.7030568,95,95.5240175,95.80573951,93.66812227
1,82.2814986,89,90.2597403,89.6103896,98,90.8008658,94.4812362,90.25974026
1,72.5395171,75,43.5992579,7.9777365,60,56.4007421,70.6401766,43.59925788
0,69.1027315,68,34.9663785,2.7060271,43,58.9658966,34.8785872,37.39534884
0,71.0570072,67,38.0422692,1.8987342,44,50.4,40.8388521,29.24776433
0,74.2214899,73,33.7209302,1.901566,46,49.7330282,50.77262693,33.72093023
1,73.4280908,76,43.0147059,9.5588235,60,56.25,64.8,43.01470588
1,73.0209091,76,43.2481752,9.4890511,59,56.3868613,62.88,43.24817518
1,72.5395171,75,43.5992579,9.2764378,60,56.4007421,65.6,43.59925788
0,64.0421373,72,37.0199693,4.9464138,46,56.6816143,56.32,37.34115347
0,69.3806153,71,32.8587076,1.455869,46,58.5690516,63.68,34.7970174
0,64.1810062,65,33.5036911,2.9669589,37,58.2289056,56.64,37.81581092
1,84.2294616,91,98.9873418,98.9873418,100,99.0506329,99.62216625,98.98734177
1,72.5645844,75,40.556369,7.61347,54,58.0527086,62.34256927,40.55636896
1,66.7365976,70,44.2622951,12.1311475,56,51.7213115,59.57178841,44.26229508
0,75.0990649,65,38.1081081,1.8154312,44,55.242227,59.697733,36.84210526
0,73.0023141,75,38.5176867,1.8596788,46,57.326131,53.77833753,36.51115619
0,74.0050471,76,33.8537387,1.9685039,43,42.6690391,49.24433249,35.76004659
1,84.2294616,91,98.9873418,98.9873418,100,99.0506329,99.49109415,98.98734177
1,73.1021211,76,40.6480118,9.7201767,53,57.8792342,61.83206107,40.64801178
1,66.3891382,70,43.8943894,12.3762376,56,51.650165,59.03307888,43.89438944
0,74.8717204,66,38.2781457,2.130898,43,58.4585238,48.72773537,34.4605475
0,74.7712585,78,36.9337979,4.6908316,43,58.1536388,58.01526718,33.66696997
0,73.8913798,66,29.1278577,3.440367,43,53.681592,42.23918575,35.57636044
1,72.5645844,75,40.556369,11.8594436,54,58.0527086,70.97902098,40.55636896
1,73.1021211,76,40.6480118,10.3092784,53,57.8792342,70.97902098,40.64801178
1,72.5677359,75,44.2885772,7.6152305,55,58.2164329,61.18881119,44.28857715
0,71.3203403,74,37.4545455,2.3509656,46,57.5875486,50,32.20675944
0,71.3363343,74,38.2867133,4.0201005,39,56.3504823,47.9020979,35.95041322
0,72.0693022,75,36.3823227,0.8024967,39,47.7790433,35.48951049,34.25287356
1,66.7365976,70,44.2622951,16.557377,56,51.7213115,81.92488263,44.26229508
1,66.3891382,70,43.8943894,16.6666667,56,51.650165,81.92488263,43.89438944
1,72.5677359,75,44.2885772,10.6212425,55,58.2164329,71.59624413,44.28857715
0,66.7410375,73,33.0845771,1.417004,45,55.7477111,44.36619718,38.04491413
0,67.6098208,65,32.1402484,2.3791822,45,58.8516746,55.39906103,35.04721931
0,69.935474,64,31.8333333,2.2988506,41,43.4129693,41.07981221,33.58129649
1,78.8699307,87,64.7242456,56.1914672,90,72.2164412,92.51439539,64.72424558
1,82.2103709,89,94.5525292,62.4513619,97,96.0116732,96.54510557,94.55252918
1,76.3880383,86,40.445269,8.1632653,53,59.554731,65.25911708,40.44526902
0,73.514949,78,36.2303665,1.2612613,44,49.863388,59.30902111,37.38693467
0,59.0095439,70,36.7658276,3.2894737,45,56.753689,61.99616123,35.85657371
0,74.1219192,68,28.4674852,2.5999037,30,56.4784053,47.98464491,32.86195286
1,78.8699307,87,64.7242456,59.7294485,90,72.2164412,96.81818182,64.72424558
1,79.1629231,87,63.3579725,9.5036959,89,71.7001056,95.45454545,63.35797254
1,73.9365101,84,41.7251755,6.4192578,53,59.0772317,64.54545455,41.72517553
0,61.1361714,63,33.7115073,5.3537285,47,50.2852486,46.59090909,33.71150729
0,70.6552401,70,32.4022346,6.1459667,41,57.9261025,58.40909091,33.84279476
0,70.9667383,64,34.0425532,3.1496063,37,54.9904031,58.18181818,34.04255319
1,82.2103709,89,94.5525292,7.0038911,97,96.0116732,97.63313609,94.55252918
1,79.1629231,87,63.3579725,9.0813094,89,71.7001056,91.91321499,63.35797254
1,76.0829879,86,40.037594,6.2030075,52,58.5526316,63.11637081,40.03759398
0,69.6187783,75,37.7019749,2.3470243,37,54.3916197,56.80473373,39.74630021
0,71.5856761,72,33.5287222,1.4134276,47,59.4291539,58.382643,32.4137931
0,72.1912184,68,34.6504559,7.2840791,42,47.8087649,51.28205128,35.29411765
1,76.3880383,86,40.445269,5.5658627,53,59.554731,55.83482944,40.44526902
1,73.9365101,84,41.7251755,5.6168506,53,59.0772317,52.78276481,41.72517553
1,76.0829879,86,40.037594,5.6390977,52,58.5526316,52.78276481,40.03759398
0,73.530806,75,40.0679117,7.4509804,51,56.590371,47.21723519,37.52620545
0,73.4069077,70,37.2256365,3.7267081,50,49.4674556,50.80789946,35.53072626
0,66.9199337,61,37.1428571,3.9845758,40,48.7922705,59.96409336,34.40721649
1,82.4272218,89,93.0051813,92.2279793,98,94.4300518,94.23558897,93.00518135
1,74.4152842,77,79.346211,78.1575037,96,80.3863299,80.45112782,79.346211
1,68.3138416,81,43.2822362,9.9188458,57,54.6438233,78.94736842,43.28223625
0,62.5443167,72,36.7567568,7.5107296,46,57.95053,50.62656642,32.74261603
0,70.0422683,73,33.0658106,4.4921875,43,56.0606061,52.13032581,37.80821918
0,55.8414156,64,30.7242136,2.1301775,44,38.0223661,45.86466165,30.73713491
1,82.4272218,89,93.0051813,92.2279793,98,94.4300518,97.58713137,93.00518135
1,75.7825312,78,84.38949,84.38949,98,84.5440495,84.45040214,84.38948995
1,66.979537,80,42.843952,10.3416436,56,53.6472761,77.21179625,42.84395199
0,73.1744739,68,28.7958115,2.5,45,53.5078534,49.32975871,34.44564047
0,58.5324748,65,37.9457917,3.3264033,45,48.8626024,27.07774799,36.60130719
0,63.5023776,68,33.4898279,1.5602837,27,41.759054,59.51742627,34.26573427
1,74.4152842,77,79.346211,78.4546805,96,80.3863299,95.98540146,79.346211
1,75.7825312,78,84.38949,84.38949,98,84.5440495,99.27007299,84.38948995
1,60.8883478,65,37.195122,12.195122,60,45.6300813,77.73722628,37.19512195
0,61.7350129,67,30.8,7.0505288,43,46.5357968,43.79562044,30.66132265
0,61.8023014,60,31.8141197,3.6199095,35,51.5394913,44.16058394,34.08748115
0,58.3800285,61,21.2021858,2.6086957,40,38.0909091,43.43065693,15.78947368
1,68.3138416,81,43.2822362,14.6077547,57,54.6438233,58.5915493,43.28223625
1,66.979537,80,42.843952,13.8504155,56,53.6472761,57.46478873,42.84395199
1,60.8883478,65,37.195122,17.0731707,60,45.6300813,49.01408451,37.19512195
0,70.2964359,74,36.6219416,3.5205365,44,52.8150134,46.61971831,36.20338983
0,64.4713107,75,34.9869452,2.1390374,36,47.6644423,39.29577465,36.10648918
0,59.0685865,64,35.60477,1.9893899,38,49.0497738,39.85915493,34.85005171
1,84.0837541,86,95.3463203,94.047619,98,96.0497835,98.37662338,95.34632035
1,72.5750577,75,36.4143056,9.19647,53,55.9684162,71.32034632,36.41430562
1,62.7123504,66,33.1106162,2.5241277,41,46.250928,42.64069264,33.11061618
0,74.6278426,66,29.5678544,1.5600624,41,51.8918919,35.93073593,37.41859088
0,68.9587817,69,28.8039056,1.8518519,47,46.7599411,32.25108225,37.5249501
0,62.0045838,69,36.6931919,2.4767802,43,58.9238146,60.17316017,36.16099071
1,84.0837541,86,95.3463203,84.3073593,98,96.0497835,97.72727273,95.34632035
1,73.1804748,84,36.2285183,7.7101719,54,56.014863,71.21212121,36.22851835
1,62.8332041,67,33.4075724,5.7906459,40,45.9539718,42.31601732,33.40757238
0,65.2139932,69,33.3333333,2.4513338,43,56.6459627,36.25541126,32.55152807
0,68.2454315,69,32.6996198,3.3511043,43,53.5714286,53.03030303,35.39944904
0,74.5048628,78,36.2848297,2.8493894,45,41.027668,42.53246753,36.63307647
1,72.5750577,75,36.4143056,5.2949373,53,55.9684162,56.38730675,36.41430562
1,73.1804748,84,36.2285183,2.4152346,54,56.014863,56.38730675,36.22851835
1,59.7871081,64,30.2663438,3.7530266,36,39.346247,40.03254679,30.26634383
0,61.0007979,65,30.3170029,2.1377672,38,39.1540785,36.45240033,27.76412776
0,71.731433,66,21.686747,3.4482759,44,45.210084,24.00325468,31.46696529
0,70.4178545,71,32.5854701,1.3804304,40,56.5647482,51.42392189,33.61511686
1,62.7123504,66,33.1106162,3.7119525,41,46.250928,53.42789598,33.11061618
1,62.8332041,67,33.4075724,2.6726058,40,45.9539718,52.71867612,33.40757238
1,59.7871081,64,30.2663438,1.6949153,36,39.346247,59.10165485,30.26634383
0,68.7903522,75,32.3699422,3.1341822,43,55.5214724,54.60992908,34.85193622
0,66.3373394,74,33.9698492,6.277245,38,57.4370709,29.78723404,32.115548
0,60.808049,59,27.9761905,4.0590406,38,52.9626253,48.69976359,23.19749216
1,75.2467428,85,38.9272031,7.0498084,54,58.9272031,57.57575758,38.92720307
1,75.1034031,85,39.1404451,7.0606293,54,58.8641596,57.85123967,39.14044513
1,74.8006861,85,39.8126464,6.8696331,53,58.2357533,58.40220386,39.81264637
0,72.9966719,76,35.2548037,2.3100304,38,57.3239437,50.68870523,29.26337033
0,67.6313693,66,36.2628662,3.2758621,44,51.1206897,47.9338843,36.39191291
0,70.3893018,78,35,2.0821918,43,49.8301795,57.43801653,36.30573248
1,75.2467428,85,38.9272031,8.8888889,54,58.9272031,58.89464594,38.92720307
1,88.774148,93,99.6539792,99.6539792,100,99.7404844,99.48186528,99.65397924
1,80.457417,88,67.1957672,35.6261023,76,75.7495591,83.24697755,67.1957672
0,61.1365132,72,36.3013699,2.9795158,51,45.0341566,31.0880829,36.84598379
0,71.6974351,76,38.869863,1.0869565,42,58.3614865,57.68566494,35.53800592
0,71.862786,64,31.7557252,2.4403183,42,38.0647911,52.67702936,36.91786622
1,75.1034031,85,39.1404451,8.9025326,54,58.8641596,59.44540728,39.14044513
1,88.774148,93,99.6539792,99.6539792,100,99.7404844,99.82668977,99.65397924
1,80.2487138,88,67.3144876,35.6890459,76,75.795053,83.5355286,67.31448763
0,67.9876862,83,39.656816,3.327787,46,58.6715867,39.68804159,36.44289451
0,75.6651157,78,39.0291262,2.9411765,48,57.696031,58.57885615,36.85545224
0,63.2247701,62,34.3921139,0.781759,39,58.9482612,36.56845754,37.20930233
1,74.8006861,85,39.8126464,10.9289617,53,58.2357533,64.68468468,39.81264637
1,80.457417,88,67.1957672,34.7442681,76,75.7495591,90.81081081,67.1957672
1,80.2487138,88,67.3144876,34.8056537,76,75.795053,90.81081081,67.31448763
0,73.4873948,78,36.4933741,4.7202797,42,58.4,42.88288288,36.34615385
0,70.1253914,66,37.2287145,1.9520852,43,52.7746319,43.96396396,37.2745491
0,74.8246572,76,38.1578947,1.5865146,40,50.85639,54.59459459,35.57692308
1,73.5425075,84,41.3528055,9.6848578,51,59.6464258,70.4248366,41.35280553
1,68.946174,81,36.1743656,9.1086532,45,54.1964867,70.75163399,36.17436565
1,71.6926808,83,36.4568082,5.8565154,44,57.3938507,61.76470588,36.4568082
0,69.0702701,74,34.8909657,3.5087719,45,57.1297989,61.76470588,37.68115942
0,68.5989292,73,36.5930599,3.8768529,38,56.9356301,37.58169935,33.92029657
0,71.7457387,72,36.1350099,8.3333333,42,45.8269329,57.67973856,33.91812865
1,73.5425075,84,41.3528055,8.3013067,51,59.6464258,48.33091437,41.35280553
1,74.5196428,85,49.9380421,48.6988848,76,59.5415118,87.808418,49.93804213
1,74.3683459,85,41.3028413,7.3458073,58,59.7366597,71.26269956,41.3028413
0,73.4443311,78,36.2252664,1.4641288,41,55.5486671,35.41364296,35.41666667
0,65.8605725,72,34.516129,1.115933,42,57.8651685,53.12046444,35.72474378
0,61.3831425,71,35.3219138,1.6806723,44,56.5526146,36.57474601,35.2173913
1,68.946174,81,36.1743656,7.807417,45,54.1964867,40.97297297,36.17436565
1,74.5196428,85,49.9380421,48.574969,76,59.5415118,83.89189189,49.93804213
1,75.7926233,85,44.3120905,5.8368076,59,60.5717689,73.83783784,44.31209053
0,65.2256997,72,34.1463415,2.3361454,43,49.96535,36.43243243,32.5684678
0,59.0885955,77,29.3759513,2.670227,44,55.5488175,40.32432432,33.19615912
0,64.8273067,69,33.767927,1.065449,39,54.3367347,46.59459459,34.68379447
1,71.6926808,83,36.4568082,5.4172767,44,57.3938507,38.32891247,36.4568082
1,74.3683459,85,41.3028413,13.5828136,58,59.7366597,70.0265252,41.3028413
1,75.7926233,85,44.3120905,7.1471114,59,60.5717689,75.066313,44.31209053
0,72.3222568,66,35.4509804,2.5115664,46,57.3906486,35.80901857,33.33333333
0,72.8881554,74,36.7486339,6.3595068,44,45.0549451,36.20689655,33.22632424
0,63.0323273,76,32.9100529,2.9059829,44,57.5647981,42.17506631,31.25
1,58.3362439,63,30.2013423,4.0268456,37,38.8143177,28.42261905,30.20134228
1,64.1901059,68,33.1688055,9.2793682,44,47.4827246,31.8452381,33.16880553
1,72.844006,76,40.1118099,7.966457,52,59.1893781,64.28571429,40.11180992
0,66.6448051,72,32.1017565,6.7153285,42,44.2708333,19.3452381,30.25380711
0,67.8169811,75,32.27446,4.0584416,43,47.3788328,60.86309524,31.80639585
0,62.9269125,69,33.8080495,0.5979073,44,48.9978903,38.24404762,33.01204819
1,58.3362439,63,30.2013423,2.6845638,37,38.8143177,60.36036036,30.20134228
1,66.2494651,70,35.8792185,5.6838366,40,53.4635879,34.23423423,35.87921847
1,54.739352,59,27.930683,2.8542304,33,36.3914373,63.06306306,27.93068298
0,63.3076305,58,31.3178295,5.1779935,33,51.3651877,24.32432432,27.94759825
0,57.470022,62,29.7817715,2.1201413,35,40.8872902,18.01801802,27.56183746
0,55.3852315,63,26.2881178,2.7777778,29,30.6779661,60.36036036,25.11130899
1,64.1901059,68,33.1688055,14.6100691,44,47.4827246,53.07917889,33.16880553
1,66.2494651,70,35.8792185,3.9076377,40,53.4635879,32.84457478,35.87921847
1,63.9247615,68,36.7272727,5.8181818,51,47.0909091,80.35190616,36.72727273
0,66.5130902,74,35.5080214,2.1791768,40,56.4380265,60.99706745,33.04843305
0,59.3489478,68,36.6158114,4.9315068,45,58.9158345,58.94428152,28.47270214
0,66.5725038,75,18.9952329,1.9379845,17,40.66103,71.26099707,29.79041916
1,72.844006,76,40.1118099,8.3857442,52,59.1893781,60.86956522,40.11180992
1,54.739352,59,27.930683,1.6309888,33,36.3914373,28.19499341,27.93068298
1,63.9247615,68,36.7272727,9.0909091,51,47.0909091,53.22793149,36.72727273
0,60.0392705,78,40.9427609,2.804878,53,57.4792244,44.79578393,37.25761773
0,72.8655009,69,35.8974359,4.5528455,46,54.0711462,39.13043478,38.62150921
0,71.009002,70,35.8038769,2.6556017,40,45.9670782,54.54545455,22.05882353
1,68.7704721,72,37.4585111,2.3707918,55,53.200569,82.8680203,37.45851114
1,73.3303941,76,37.3101952,5.0614606,52,56.6883586,54.82233503,37.31019523
1,69.0250486,72,37.9228954,3.1471282,45,53.2651456,55.32994924,37.92289536
0,75.4829692,72,31.3932981,3.0821918,39,58.3759591,64.34010152,30.57929725
0,72.8043711,78,36.40625,4.9893086,48,48.5666105,56.09137056,38.73144399
0,70.2187157,77,36.5068943,3.0203546,45,57.5956938,35.40609137,35.70934256
1,68.7704721,72,37.4585111,7.7761972,55,53.200569,75.54882665,37.45851114
1,63.6085616,78,34.1336117,4.3841336,44,46.868476,57.00227101,34.13361169
1,60.8459923,77,31.5964523,3.6585366,38,41.7960089,55.71536715,31.59645233
0,66.9581856,70,31.2910284,2.0408163,46,49.581487,49.20514762,29.66611932
0,71.7950024,57,32.3211529,3.3240997,40,41.5333701,40.12112036,34.8499516
0,75.1264082,74,36.6796524,0.9836066,45,33.1722054,62.67978804,29.95642702
1,73.3303941,76,37.3101952,7.5198843,52,56.6883586,66.72268908,37.31019523
1,63.6085616,78,34.1336117,4.0709812,44,46.868476,73.78151261,34.13361169
1,75.1424267,85,43.4137291,9.4619666,49,61.5027829,57.4789916,43.41372913
